filename,filepath,hdf5_group,method,C,run,code_family,selected_row_idx,final_distance,reeval_budget,reeval_completed_runs,reeval_failures,reeval_ler,reeval_ler_std,reeval_runtime_seconds,reeval_status,reeval_early_stopped,reeval_selection_policy,reeval_state_sha256,reeval_selected_flag,final_best_flag,search_runtime_seconds,stored_best_distance,stored_best_ler,stored_best_ler_std,target_distance,hit_target_distance
logical_guided_beam_absolute_score_gamma01_slack1_C2_run3.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C2_run3.hdf5,"/[1600,64]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_161912",beam,2,3,"[[1600,64]]",1878,12,5000000,5000000,6723,0.0013446,1.638775347262988e-05,6074.604152917862,complete,False,distance_then_ler,d9f9020ea7d83b1f7424fcd5a1f212e16b460f52dc92e1844cbc171af5f1821d,True,True,3245.95,12.0,0.00131,0.00011438081058332422,12,True
logical_guided_beam_absolute_score_gamma01_slack1_C2_run4.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C2_run4.hdf5,"/[1600,64]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_171333",beam,2,4,"[[1600,64]]",2147,12,5000000,5000000,6684,0.0013368,1.6340215621359756e-05,5484.080621004105,complete,False,distance_then_ler,5e8efc8a41d2af4eb313ee7eae909836193259a8c71533ad476679a83eec6d59,True,True,3657.14,12.0,0.00121,0.00010993397952770811,12,True
logical_guided_beam_absolute_score_gamma01_slack1_C2_run5.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C2_run5.hdf5,"/[1600,64]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_181432",beam,2,5,"[[1600,64]]",2065,12,5000000,5000000,7535,0.001507,1.7347790936864843e-05,7675.057972669601,complete,False,distance_then_ler,a830206797a37b6bd7f6275bf819e588dc07c45f16cc3249126398c67e48ae8e,True,True,2845.82,12.0,0.00125,0.00011173405857212229,12,True
logical_guided_beam_absolute_score_gamma01_slack1_C2_run6.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C2_run6.hdf5,"/[1600,64]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_190200",beam,2,6,"[[1600,64]]",2309,12,5000000,5000000,7107,0.0014214,1.6848619563133245e-05,5804.255066871643,complete,False,distance_then_ler,4405f185ff874c78ac6c4cca2aa3ab713237ea94055cdef28977e0193dbb2602,True,True,2815.25,12.0,0.00122,0.00011038676484243264,12,True
logical_guided_beam_absolute_score_gamma01_slack1_C2_run7.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C2_run7.hdf5,"/[1600,64]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_194857",beam,2,7,"[[1600,64]]",2099,12,5000000,5000000,6814,0.0013628,1.6498139582077793e-05,5634.143611907959,complete,False,distance_then_ler,9b30ac2b4c7dc112bf0f8cf6240731eaa89cbcc826daf0e5b2c627e0cf98b95d,True,True,2945.93,12.0,0.00125,0.00011173405857212229,12,True
logical_guided_beam_absolute_score_gamma01_slack1_C2_run8.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C2_run8.hdf5,"/[1600,64]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_203816",beam,2,8,"[[1600,64]]",1989,12,5000000,5000000,6404,0.0012808,1.5994747932943247e-05,6104.094605207443,complete,False,distance_then_ler,ebe6786c6b7c33f8cf01c66b321548471414f6ebc090be610b9d54106817954a,True,True,2977.01,12.0,0.00123,0.00011083769146792304,12,True
logical_guided_beam_absolute_score_gamma01_slack1_C2_run9.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C2_run9.hdf5,"/[1600,64]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_212755",beam,2,9,"[[1600,64]]",1780,12,5000000,5000000,7241,0.0014482,1.7006487032780173e-05,5732.577355623245,complete,False,distance_then_ler,60cb97486cfa50e6e1239a8070bfe706e582ecc85879c6fe60a9cdf3be8e5c8d,True,True,2955.46,12.0,0.00136,0.00011654029267338469,12,True
logical_guided_beam_absolute_score_gamma01_slack1_C2_run10.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C2_run10.hdf5,"/[1600,64]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260615_144022",beam,2,10,"[[1600,64]]",1436,12,5000000,5000000,5928,0.0011856,1.5389571725547907e-05,5027.80810046196,complete,False,distance_then_ler,91ff046254318ca762a937697c6112d85819fe37bc5c9603e9df9f0eb94afa5f,True,True,2763.66,12.0,0.00113,0.00010624191203775813,12,True
logical_guided_greedy_absolute_score_gamma01_slack1_C3_run1.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C3_run1.hdf5,"/[2025,81]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_133809",greedy,3,1,"[[2025,81]]",882,12,5000000,5000000,4387,0.0008774,1.324107506636881e-05,8796.192270994186,complete,False,distance_then_ler,e10024599f488d6957fe07544d746c97a8e6bbf8bdba56637c167667c7ee816c,True,True,1778.1,12.0,0.00075,8.657049118781437e-05,12,True
logical_guided_greedy_absolute_score_gamma01_slack1_C3_run2.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C3_run2.hdf5,"/[2025,81]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_140801",greedy,3,2,"[[2025,81]]",522,12,5000000,5000000,4538,0.0009076,1.3466821774979341e-05,7829.037816286087,complete,False,distance_then_ler,ce607c736c135775a989c9e5efcbd92f863998156aad7a959bffeb7c3999c94d,True,True,1602.71,12.0,0.00065,8.059677387091609e-05,12,True
logical_guided_greedy_absolute_score_gamma01_slack1_C3_run3.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C3_run3.hdf5,"/[2025,81]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_143446",greedy,3,3,"[[2025,81]]",840,12,5000000,5000000,4589,0.0009178,1.3542214195260428e-05,5564.02530002594,complete,False,distance_then_ler,6fe93206008977c65c3f1ac4e45afcbf9a48d985a769e44d0362e0e089caa409,True,True,2513.68,12.0,0.00089,9.429829225218884e-05,12,True
logical_guided_greedy_absolute_score_gamma01_slack1_C3_run4.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C3_run4.hdf5,"/[2025,81]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_151653",greedy,3,4,"[[2025,81]]",456,12,5000000,5000000,4402,0.0008804,1.3263672732429838e-05,5335.923068284988,complete,False,distance_then_ler,6b11719376448fa5ad1c68a75cbf60c89ee4562c69732ecf523dad1f120124e9,True,True,2451.82,12.0,0.0007,8.363713261285036e-05,12,True
logical_guided_greedy_absolute_score_gamma01_slack1_C3_run5.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C3_run5.hdf5,"/[2025,81]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_155747",greedy,3,5,"[[2025,81]]",856,12,5000000,5000000,4295,0.000859,1.3101620439109493e-05,6072.884730577469,complete,False,distance_then_ler,bc0309c819a0e3e20cd64c0ed8e117bbffcfb30c1becbd2ef90ed8e682415d49,True,True,2049.77,12.0,0.00068,8.243448279961209e-05,12,True
logical_guided_greedy_absolute_score_gamma01_slack1_C3_run6.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C3_run6.hdf5,"/[2025,81]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_163158",greedy,3,6,"[[2025,81]]",831,12,5000000,5000000,4860,0.000972,1.3935963620870155e-05,6290.194240808487,complete,False,distance_then_ler,dd3b9c970a4750ed9de807c8c2de3d3c173f3ffe16b40fde6ce7c8cb39425714,True,True,1305.56,12.0,0.00088,9.37674992918081e-05,12,True
logical_guided_greedy_absolute_score_gamma01_slack1_C3_run7.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C3_run7.hdf5,"/[2025,81]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_165345",greedy,3,7,"[[2025,81]]",858,12,5000000,5000000,5101,0.0010202,1.4276970237356935e-05,6537.218018293381,complete,False,distance_then_ler,d9eae6506f81cb47e23c58c09a5203090838ea6d622e2ba99cfa22a9701d9d8e,True,True,1537.14,12.0,0.00088,9.376749929180809e-05,12,True
logical_guided_greedy_absolute_score_gamma01_slack1_C3_run8.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C3_run8.hdf5,"/[2025,81]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_171924",greedy,3,8,"[[2025,81]]",800,12,5000000,5000000,4540,0.000908,1.3469786319278738e-05,6680.053507328033,complete,False,distance_then_ler,b9783ffe7b2405c883358f8b5c8acb6a3c76553d15931935ae8143c8b3e29588,True,True,1290.91,12.0,0.00085,9.215671396376547e-05,12,True
logical_guided_greedy_absolute_score_gamma01_slack1_C3_run9.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C3_run9.hdf5,"/[2025,81]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_174057",greedy,3,9,"[[2025,81]]",1023,12,5000000,5000000,5578,0.0011156,1.492886907646478e-05,10493.769143342972,complete,False,distance_then_ler,fdc3790204a654a8385372b928a3fc693e42cb7a4b499243da6ac40682154222,True,True,1740.14,12.0,0.00099,9.944997688777525e-05,12,True
logical_guided_greedy_absolute_score_gamma01_slack1_C3_run10.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C3_run10.hdf5,"/[2025,81]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260615_151918",greedy,3,10,"[[2025,81]]",991,12,5000000,5000000,4991,0.0009982,1.412234963595477e-05,5731.867759227753,complete,False,distance_then_ler,9d56e99b6a259695ad7fbc6083f88861bfa7a1a28c7a74941f0ed3c99d9363df,True,True,1701.64,12.0,0.00078,8.828359949582596e-05,12,True
logical_guided_beam_absolute_score_gamma01_slack1_C3_run1.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C3_run1.hdf5,"/[2025,81]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_133941",beam,3,1,"[[2025,81]]",2823,12,5000000,5000000,5172,0.0010344,1.4375884134939628e-05,7917.984582901001,complete,False,distance_then_ler,2ccad8f22a43f6b183a3390d1755d3ccedee8fbe2241447aef6e26201897c00a,True,True,7714.63,12.0,0.00092,9.58729780296782e-05,12,True
logical_guided_beam_absolute_score_gamma01_slack1_C3_run2.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C3_run2.hdf5,"/[2025,81]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_154818",beam,3,2,"[[2025,81]]",3845,12,5000000,5000000,4633,0.0009266,1.3606921750258724e-05,5918.382618665695,complete,False,distance_then_ler,a4045475df41f2f0e1f5c61d5fafacb585a8e1ad72bf6c15d99e389d855bc9f5,True,True,7175.11,12.0,0.00077,8.77162923377374e-05,12,True
logical_guided_beam_absolute_score_gamma01_slack1_C3_run3.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C3_run3.hdf5,"/[2025,81]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_174756",beam,3,3,"[[2025,81]]",3011,12,5000000,5000000,4310,0.000862,1.3124459061244586e-05,5768.768570899963,complete,False,distance_then_ler,a6fd3a4fc202d026b81bd05d0395dbf892e8de346a29157b7c6dd717d2bd31d1,True,True,5912.0,12.0,0.00086,9.269676330325277e-05,12,True
logical_guided_beam_absolute_score_gamma01_slack1_C3_run4.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C3_run4.hdf5,"/[2025,81]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_192631",beam,3,4,"[[2025,81]]",1662,12,5000000,5000000,4962,0.0009924,1.4081302074190922e-05,8303.507945299149,complete,False,distance_then_ler,f51d419d78e8317efab39e661244bbf0d8b4f0b2df3a3ea8325685b693669bb5,True,True,4502.07,12.0,0.00093,9.639213616493383e-05,12,True
logical_guided_beam_absolute_score_gamma01_slack1_C3_run5.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C3_run5.hdf5,"/[2025,81]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_204135",beam,3,5,"[[2025,81]]",2094,12,5000000,5000000,4830,0.000966,1.3892926524051061e-05,9836.303951978683,complete,False,distance_then_ler,e8ee4d566759f07e41de4818056c03d80f7ad4e154998454596b86ea87a7dd03,True,True,4171.84,12.0,0.00087,9.323367377283408e-05,12,True
logical_guided_beam_absolute_score_gamma01_slack1_C3_run6.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C3_run6.hdf5,"/[2025,81]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_215109",beam,3,6,"[[2025,81]]",3720,12,5000000,5000000,4880,0.000976,1.396458104641542e-05,7160.367689609528,complete,False,distance_then_ler,d6792dd00a8b23208b1e30b9e39a8f7aced96fdd3af32c22674e10b9de3d13b2,True,True,4676.31,12.0,0.0008,8.940738189209751e-05,12,True
logical_guided_beam_absolute_score_gamma01_slack1_C3_run7.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C3_run7.hdf5,"/[2025,81]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_230907",beam,3,7,"[[2025,81]]",3422,12,5000000,5000000,5122,0.0010244,1.4306297978933349e-05,10510.849876642227,complete,False,distance_then_ler,11760dd110541df5c2e3395d13391ad51954ef8c5b6f6fa3f75ea74334da1ead,True,True,4410.77,12.0,0.0008,8.94073818920975e-05,12,True
logical_guided_beam_absolute_score_gamma01_slack1_C3_run8.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C3_run8.hdf5,"/[2025,81]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260614_002241",beam,3,8,"[[2025,81]]",2456,12,5000000,5000000,4681,0.0009362,1.3677161376723924e-05,7721.8535442352295,complete,False,distance_then_ler,2884e1225ccefb22be113faad22461d013514fdc87213534ba3794a06b11a560,True,True,3769.52,12.0,0.00088,9.37674992918081e-05,12,True
logical_guided_beam_absolute_score_gamma01_slack1_C3_run9.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C3_run9.hdf5,"/[2025,81]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260614_012532",beam,3,9,"[[2025,81]]",1732,12,5000000,5000000,4248,0.0008496,1.3029799304791073e-05,12139.963693857193,complete,False,distance_then_ler,7f64b7a0687a3454e55ce1c7ad9132dfd48adf704a41226fde63726584366e64,True,True,3613.98,12.0,0.00078,8.828359949582596e-05,12,True
logical_guided_beam_absolute_score_gamma01_slack1_C3_run10.hdf5,optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C3_run10.hdf5,"/[2025,81]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260615_144012",beam,3,10,"[[2025,81]]",4474,12,5000000,5000000,4345,0.000869,1.3177594717162934e-05,5239.9876391887665,complete,False,distance_then_ler,a66fac7e7eb347af9c035197b83d46dcb53a7300eb84c95a25099fd591619717,True,True,5608.24,12.0,0.00078,8.828359949582596e-05,12,True
