file,filename,method_directory,method,C,run,code_family,group_path,n_records,n_steps,final_index,final_selection_rule,final_distance,final_score,final_ler,final_ler_std,best_index,best_distance,best_score,best_ler,best_ler_std,best_ler_index,runtime_seconds,runtime_source,beam_width,score_gamma,score_max_weight,score_max_top,logical_max_comb_order,precision_budget,total_runtime
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C0_run1.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C0_run1.hdf5,beam,beam,0,1,"[625,25]","/[625,25]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_133912",2011,51,1337,final_best marker,9.0,9282000099.999996,0.00302,0.00017351973112868433,2010,9.0,9282000099.999996,0.00302,0.00017351973112868433,1337,3706.99,run-group total_runtime attribute,5,0.1,18,10,10,100000,3706.99
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C0_run2.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C0_run2.hdf5,beam,beam,0,2,"[625,25]","/[625,25]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_144101",2512,51,2459,final_best marker,9.0,11055000999.999996,0.00363,0.00019018042140537723,2511,9.0,11055000999.999996,0.00363,0.00019018042140537723,2459,4123.58,run-group total_runtime attribute,5,0.1,18,10,10,100000,4123.58
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C0_run3.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C0_run3.hdf5,beam,beam,0,3,"[625,25]","/[625,25]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_154946",1829,51,1159,final_best marker,9.0,9282000099.999996,0.00476,0.0002176554564879488,1828,9.0,9282000099.999996,0.00476,0.0002176554564879488,1159,3377.89,run-group total_runtime attribute,5,0.1,18,10,10,100000,3377.89
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C0_run4.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C0_run4.hdf5,beam,beam,0,4,"[625,25]","/[625,25]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_164606",8303,51,7907,final_best marker,9.0,11055000999.999996,0.00318,0.00017804267182877794,8302,9.0,11055000999.999996,0.00318,0.00017804267182877794,7907,2879.3,run-group total_runtime attribute,5,0.1,18,10,10,100000,2879.3
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C0_run5.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C0_run5.hdf5,beam,beam,0,5,"[625,25]","/[625,25]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_173408",1996,51,1146,final_best marker,9.0,11143209999.999996,0.00306,0.00017466158440450108,1995,9.0,11143209999.999996,0.00306,0.00017466158440450108,1146,3040.15,run-group total_runtime attribute,5,0.1,18,10,10,100000,3040.15
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C0_run6.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C0_run6.hdf5,beam,beam,0,6,"[625,25]","/[625,25]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_182450",11407,51,1186,final_best marker,8.0,18272100999.99999,0.00357,0.0001886078119513274,11353,8.0,18272100999.99999,0.00357,0.0001886078119513274,1186,2590.74,run-group total_runtime attribute,5,0.1,18,10,10,100000,2590.74
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C0_run7.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C0_run7.hdf5,beam,beam,0,7,"[625,25]","/[625,25]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_190803",2318,51,1564,final_best marker,9.0,9282000099.999996,0.00356,0.00018834441519776304,2317,9.0,9282000099.999996,0.00356,0.00018834441519776304,1564,2574.91,run-group total_runtime attribute,5,0.1,18,10,10,100000,2574.91
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C0_run8.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C0_run8.hdf5,beam,beam,0,8,"[625,25]","/[625,25]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_195100",3241,51,2719,final_best marker,9.0,11143209999.999996,0.00334,0.00018245212217940594,3240,9.0,11143209999.999996,0.00334,0.00018245212217940594,2719,2257.94,run-group total_runtime attribute,5,0.1,18,10,10,100000,2257.94
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C0_run9.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C0_run9.hdf5,beam,beam,0,9,"[625,25]","/[625,25]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_202840",4138,51,3304,final_best marker,9.0,9282000099.999996,0.00407,0.0002013324522961052,4137,9.0,9282000099.999996,0.00407,0.0002013324522961052,3304,2626.22,run-group total_runtime attribute,5,0.1,18,10,10,100000,2626.22
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C0_run10.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C0_run10.hdf5,beam,beam,0,10,"[625,25]","/[625,25]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260615_144044",2701,51,1151,final_best marker,9.0,9282000099.999996,0.0032,0.00017859988516006885,2700,9.0,9282000099.999996,0.0032,0.00017859988516006885,1151,2065.08,run-group total_runtime attribute,5,0.1,18,10,10,100000,2065.08
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C0_run1.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C0_run1.hdf5,greedy,greedy,0,1,"[625,25]","/[625,25]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_133649",1393,51,1283,final_best marker,9.0,9282000099.999996,0.00283,0.00016798866986178566,1392,9.0,9282000099.999996,0.00283,0.00016798866986178566,1283,485.95,run-group total_runtime attribute,1,0.1,18,10,10,100000,485.95
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C0_run2.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C0_run2.hdf5,greedy,greedy,0,2,"[625,25]","/[625,25]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_134457",2345,51,1231,final_best marker,8.0,18272100999.99999,0.00421,0.00020475150361299503,2315,8.0,18272100999.99999,0.00421,0.00020475150361299503,1231,759.3,run-group total_runtime attribute,1,0.1,18,10,10,100000,759.3
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C0_run3.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C0_run3.hdf5,greedy,greedy,0,3,"[625,25]","/[625,25]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_135738",2329,51,910,final_best marker,8.0,18272100999.99999,0.00402,0.0002000969674631874,2284,8.0,18272100999.99999,0.00402,0.0002000969674631874,910,992.35,run-group total_runtime attribute,1,0.1,18,10,10,100000,992.35
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C0_run4.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C0_run4.hdf5,greedy,greedy,0,4,"[625,25]","/[625,25]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_141412",1490,50,1375,final_best marker,9.0,11143209999.999996,0.00318,0.00017804267182877794,1489,9.0,11143209999.999996,0.00318,0.00017804267182877794,1375,789.82,run-group total_runtime attribute,1,0.1,18,10,10,100000,789.82
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C0_run5.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C0_run5.hdf5,greedy,greedy,0,5,"[625,25]","/[625,25]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_142723",2361,51,475,final_best marker,8.0,18272100999.99999,0.00349,0.0001864900715466318,2325,8.0,18272100999.99999,0.00349,0.0001864900715466318,475,928.93,run-group total_runtime attribute,1,0.1,18,10,10,100000,928.93
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C0_run6.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C0_run6.hdf5,greedy,greedy,0,6,"[625,25]","/[625,25]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_144254",2087,50,2011,final_best marker,9.0,9282000099.999996,0.00343,0.00018488562093069396,2086,9.0,9282000099.999996,0.00343,0.00018488562093069396,2011,1091.74,run-group total_runtime attribute,1,0.1,18,10,10,100000,1091.74
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C0_run7.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C0_run7.hdf5,greedy,greedy,0,7,"[625,25]","/[625,25]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_150107",2343,51,327,final_best marker,8.0,18272100999.99999,0.00367,0.00019122153816128183,2306,8.0,18272100999.99999,0.00367,0.00019122153816128183,327,922.33,run-group total_runtime attribute,1,0.1,18,10,10,100000,922.33
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C0_run8.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C0_run8.hdf5,greedy,greedy,0,8,"[625,25]","/[625,25]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_151652",562,48,435,final_best marker,9.0,11143209999.999996,0.00276,0.0001659038855512203,561,9.0,11143209999.999996,0.00276,0.0001659038855512203,435,730.93,run-group total_runtime attribute,1,0.1,18,10,10,100000,730.93
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C0_run9.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C0_run9.hdf5,greedy,greedy,0,9,"[625,25]","/[625,25]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_152905",2560,51,1009,final_best marker,8.0,18272100999.99999,0.00331,0.00018163361172340617,2520,8.0,18272100999.99999,0.00331,0.00018163361172340617,1009,977.87,run-group total_runtime attribute,1,0.1,18,10,10,100000,977.87
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C0_run10.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C0_run10.hdf5,greedy,greedy,0,10,"[625,25]","/[625,25]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260615_151859",2230,51,895,final_best marker,8.0,18272100999.99999,0.00374,0.00019302978165289947,2186,8.0,18272100999.99999,0.00374,0.00019302978165289947,895,669.11,run-group total_runtime attribute,1,0.1,18,10,10,100000,669.11
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C1_run1.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C1_run1.hdf5,beam,beam,1,1,"[1225,49]","/[1225,49]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_133920",6522,51,5985,final_best marker,11.0,106540183.99999996,0.00159,0.0001259955465434294,6515,11.0,106540183.99999996,0.00159,0.0001259955465434294,5985,4583.71,run-group total_runtime attribute,5,0.1,18,10,10,100000,4583.71
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C1_run2.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C1_run2.hdf5,beam,beam,1,2,"[1225,49]","/[1225,49]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_145556",6726,51,3433,final_best marker,11.0,142804765.99999994,0.00184,0.00013552242494611964,3433,11.0,142804765.99999994,0.00184,0.00013552242494611964,3433,4995.22,run-group total_runtime attribute,5,0.1,18,10,10,100000,4995.22
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C1_run3.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C1_run3.hdf5,beam,beam,1,3,"[1225,49]","/[1225,49]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_161914",6756,51,5499,final_best marker,10.0,197511184.99999994,0.00188,0.00013698482999382257,6731,10.0,197511184.99999994,0.00188,0.00013698482999382257,5499,3264.34,run-group total_runtime attribute,5,0.1,18,10,10,100000,3264.34
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C1_run4.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C1_run4.hdf5,beam,beam,1,4,"[1225,49]","/[1225,49]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_171341",4349,51,4265,final_best marker,11.0,148756369.99999994,0.00161,0.00012678422513229877,4324,11.0,148756369.99999994,0.00161,0.00012678422513229877,4265,3301.89,run-group total_runtime attribute,5,0.1,18,10,10,100000,3301.89
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C1_run5.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C1_run5.hdf5,beam,beam,1,5,"[1225,49]","/[1225,49]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_180917",7147,51,5543,final_best marker,10.0,212488984.99999994,0.00161,0.00012678422513229877,4162,10.0,208656911.99999994,0.00161,0.00012678422513229877,5543,2771.63,run-group total_runtime attribute,5,0.1,18,10,10,100000,2771.63
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C1_run6.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C1_run6.hdf5,beam,beam,1,6,"[1225,49]","/[1225,49]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_185532",6752,51,5540,final_best marker,10.0,192005002.99999994,0.00214,0.00014613150770513333,6290,10.0,192005002.99999994,0.00214,0.00014613150770513333,5540,3076.11,run-group total_runtime attribute,5,0.1,18,10,10,100000,3076.11
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C1_run7.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C1_run7.hdf5,beam,beam,1,7,"[1225,49]","/[1225,49]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_194710",3812,47,3759,final_best marker,11.0,157458081.99999994,0.00148,0.0001215658002171574,3807,11.0,146626016.99999994,0.00148,0.0001215658002171574,3759,2220.55,run-group total_runtime attribute,5,0.1,18,10,10,100000,2220.55
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C1_run8.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C1_run8.hdf5,beam,beam,1,8,"[1225,49]","/[1225,49]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_202413",5909,51,5548,final_best marker,11.0,136025076.99999994,0.00161,0.00012678422513229877,5548,11.0,136025076.99999994,0.00161,0.00012678422513229877,5548,2980.39,run-group total_runtime attribute,5,0.1,18,10,10,100000,2980.39
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C1_run9.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C1_run9.hdf5,beam,beam,1,9,"[1225,49]","/[1225,49]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_211355",6614,51,3079,final_best marker,11.0,140842714.99999994,0.00166,0.00012873464850652,3079,11.0,140842714.99999994,0.00166,0.00012873464850652,3079,2966.41,run-group total_runtime attribute,5,0.1,18,10,10,100000,2966.41
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/beam/logical_guided_beam_absolute_score_gamma01_slack1_C1_run10.hdf5,logical_guided_beam_absolute_score_gamma01_slack1_C1_run10.hdf5,beam,beam,1,10,"[1225,49]","/[1225,49]/logical_guided_score_S50_T300_p0.03_bw5_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260615_144035",4700,50,4688,final_best marker,11.0,135139403.99999994,0.0017,0.00013027382589260637,4696,11.0,135139403.99999994,0.0017,0.00013027382589260637,4688,2324.09,run-group total_runtime attribute,5,0.1,18,10,10,100000,2324.09
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C1_run1.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C1_run1.hdf5,greedy,greedy,1,1,"[1225,49]","/[1225,49]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_133711",2507,51,1236,final_best marker,10.0,345422210.9999999,0.00168,0.0001295065392921809,1087,10.0,249362609.99999988,0.00168,0.0001295065392921809,1236,703.48,run-group total_runtime attribute,1,0.1,18,10,10,100000,703.48
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C1_run2.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C1_run2.hdf5,greedy,greedy,1,2,"[1225,49]","/[1225,49]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_134857",847,41,842,final_best marker,11.0,185811383.99999994,0.00161,0.00012678422513229877,838,11.0,165407583.99999994,0.00161,0.00012678422513229877,842,1049.88,run-group total_runtime attribute,1,0.1,18,10,10,100000,1049.88
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C1_run3.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C1_run3.hdf5,greedy,greedy,1,3,"[1225,49]","/[1225,49]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_140640",1051,51,682,final_best marker,10.0,343342072.9999999,0.0017,0.00013027382589260637,692,10.0,286791184.9999999,0.0017,0.00013027382589260637,682,863.37,run-group total_runtime attribute,1,0.1,18,10,10,100000,863.37
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C1_run4.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C1_run4.hdf5,greedy,greedy,1,4,"[1225,49]","/[1225,49]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_142105",1373,51,1348,final_best marker,10.0,222307537.99999994,0.00181,0.00013441510210611285,1348,10.0,222307537.99999994,0.00181,0.00013441510210611285,1348,1167.18,run-group total_runtime attribute,1,0.1,18,10,10,100000,1167.18
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C1_run5.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C1_run5.hdf5,greedy,greedy,1,5,"[1225,49]","/[1225,49]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_144046",1456,51,734,final_best marker,10.0,249025240.9999999,0.00184,0.00013552242494611964,792,10.0,249025240.9999999,0.00184,0.00013552242494611964,734,1210.29,run-group total_runtime attribute,1,0.1,18,10,10,100000,1210.29
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C1_run6.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C1_run6.hdf5,greedy,greedy,1,6,"[1225,49]","/[1225,49]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_150106",1027,50,1013,final_best marker,11.0,172082955.99999994,0.00186,0.00013625560412656998,1013,11.0,172082955.99999994,0.00186,0.00013625560412656998,1013,1062.79,run-group total_runtime attribute,1,0.1,18,10,10,100000,1062.79
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C1_run7.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C1_run7.hdf5,greedy,greedy,1,7,"[1225,49]","/[1225,49]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_151851",1375,51,1194,final_best marker,10.0,220418982.99999994,0.00169,0.00012989075300450436,1194,10.0,220418982.99999994,0.00169,0.00012989075300450436,1194,857.63,run-group total_runtime attribute,1,0.1,18,10,10,100000,857.63
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C1_run8.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C1_run8.hdf5,greedy,greedy,1,8,"[1225,49]","/[1225,49]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_153310",1057,50,1042,final_best marker,11.0,120635081.99999996,0.00169,0.00012989075300450436,1046,11.0,120635081.99999996,0.00169,0.00012989075300450436,1042,1194.03,run-group total_runtime attribute,1,0.1,18,10,10,100000,1194.03
optimization/results/logical_guided_absolute_score_gamma01_slack1_repeated_runs/greedy/logical_guided_greedy_absolute_score_gamma01_slack1_C1_run9.hdf5,logical_guided_greedy_absolute_score_gamma01_slack1_C1_run9.hdf5,greedy,greedy,1,9,"[1225,49]","/[1225,49]/logical_guided_score_S50_T300_p0.03_bw1_gamma0.1_maxw18_comb10_weightslack1_window2_scoretop0.1_min3_max10_100000prec_20260613_155306",1170,51,1151,final_best marker,10.0,228531360.99999994,0.00169,0.00012989075300450436,1152,10.0,228531360.99999994,0.00169,0.00012989075300450436,1151,1001.7,run-group total_runtime attribute,1,0.1,18,10,10,100000,1001.7
